ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDXX05904,Adonis\AS-297,Mr. Cecil Voris,F,1993-03-06,2021-04-11,2021-08-08,1,Cyprus,Mongolia,5855.85,0,0,2,1672.37
IDZZ90760,Omega\OG-659,Mr. James Murphy,M,2019-06-23,2021-05-03,2021-11-21,0,Gibraltar,Cuba,7090.94,2,0,2,1040.98
IDYY87843,Calisto\CS-085,Ms. Sarah Harrison,F,2019-09-12,2021-09-04,2021-11-20,0,French Polynesia,Egypt,19019.32,2,1,2,2896.72
IDXX22760,Adonis\AS-672,Ms. Jessica Short,F,1988-04-14,2021-01-26,2021-07-16,1,Christmas Island,Montserrat,18550.83,1,1,2,3694.66
IDXX37418,Adonis\AS-020,Mr. David Hughes,M,2020-08-17,2021-11-17,2022-02-26,0,Uzbekistan,Slovakia,3569.16,1,0,2,1004.75
IDYY82930,Calisto\CS-205,Mr. Jacob Frizzell,M,1980-04-22,2021-07-11,2022-01-21,1,Christmas Island,Dominica,18528.95,2,1,1,1610.93
IDXX76112,Adonis\AS-147,Ms. Toni Snyder,F,2015-09-09,2021-07-28,2022-01-09,0,Réunion,Mauritius,226.55,2,0,2,243.59
IDZZ37430,Omega\OG-989,Mr. Kevin Brackman,M,2010-04-10,2021-04-19,2021-10-22,0,Taiwan,Mayotte,9187.87,2,1,1,668.93
IDXX93802,Adonis\AS-323,Mr. Antonio Kee,M,2014-09-05,2021-03-18,2021-06-17,0,Djibouti,Liberia,5741.22,2,0,2,1353.26
IDYY28705,Calisto\CS-889,Mr. Wilbur Pope,M,1999-06-17,2021-09-11,2022-07-07,1,Seychelles,U.S. Virgin Islands,13389.32,2,0,1,1371.07
IDXX92675,Adonis\AS-364,Mr. Raymond Lynn,M,2010-05-05,2021-01-13,2021-10-02,0,Mali,Luxembourg,3702.33,0,0,2,1139.38
IDXX64121,Adonis\AS-828,Mr. Alfred Price,M,2001-08-29,2021-12-23,2022-08-12,1,Sudan,United Kingdom,5553.54,0,0,1,1053.61
IDYY97534,Calisto\CS-139,Mr. Thomas Carls,M,2007-09-13,2021-01-10,2021-10-11,0,Marshall Islands,Bahamas,11800.61,2,0,1,1122.75
IDXX80115,Adonis\AS-209,Ms. Kathy Small,F,2013-02-08,2021-09-11,2022-01-15,0,Gibraltar,Réunion,9031.38,0,1,2,1993.37
IDXX29450,Adonis\AS-935,Mr. Kendall Moran,M,2015-10-06,2021-03-09,2021-06-26,0,Azerbaijan,Greece,2204.04,0,1,2,760.9
IDZZ59310,Omega\OG-195,Ms. Susan Zavala,F,2013-06-29,2021-03-23,2021-10-07,0,Malawi,El Salvador,13904.28,1,1,1,1026.77
IDZZ57004,Omega\OG-387,Mr. Alfred White,M,1981-02-22,2021-03-03,2021-05-21,1,Cameroon,Saudi Arabia,3944.1,2,0,2,764.87
IDXX93660,Adonis\AS-394,Ms. Christina Sears,F,1995-10-22,2021-11-24,2022-06-01,1,Switzerland,British Virgin Islands,7242.25,0,0,1,1226.28
IDYY82314,Calisto\CS-615,Mr. Kenneth Coleman,M,2018-10-06,2021-11-27,2022-06-29,0,Cyprus,North Korea,6253.72,1,1,1,840.57
IDYY27154,Calisto\CS-830,Mr. Richard Oates,M,2008-10-27,2021-10-20,2022-08-26,0,Haiti,Italy,8207.39,1,1,1,862.96
IDXX33621,Adonis\AS-428,Mr. Timothy Downey,M,1983-04-09,2021-11-10,2021-12-21,1,Netherlands Antilles,South Georgia and the South Sandwich Islands,8025.87,2,0,2,1894.71
IDYY75269,Calisto\CS-990,Ms. Marguerite Martinez,F,1990-07-27,2021-04-11,2022-03-19,1,Angola,Pitcairn Islands,14544.9,1,0,2,2743.34
IDXX07870,Adonis\AS-724,Mr. David Ratliff,M,2021-11-24,2021-12-14,2022-04-22,0,Czech Republic,Luxembourg,670.66,1,0,2,436.74
IDYY14194,Calisto\CS-939,Mr. Robert Gannaway,M,1996-02-22,2021-03-22,2021-10-10,1,Albania,Botswana,7082.02,0,1,2,1503.12
IDYY99817,Calisto\CS-214,Ms. Kristy Culpepper,F,1998-06-18,2021-08-19,2022-06-26,0,Lesotho,Kazakhstan,9465.46,0,1,2,1850.08
IDZZ95289,Omega\OG-938,Mr. Travis Hunter,M,1992-10-20,2021-01-12,2021-11-23,0,Guadeloupe,Svalbard and Jan Mayen,8070.18,0,0,1,1004.88
IDYY79193,Calisto\CS-666,Mr. George Mclamb,M,1991-03-27,2021-11-02,2022-02-24,0,Svalbard and Jan Mayen,Timor-Leste,11271.06,2,0,2,2102.3
IDYY09362,Calisto\CS-375,Mr. Vern Huggins,M,1991-02-11,2021-04-03,2021-05-15,1,Afghanistan,Côte d'Ivoire,8006.94,2,0,3,2225.65
IDZZ87186,Omega\OG-682,Ms. Kimberly Grooms,F,2012-08-28,2021-01-14,2021-06-20,0,Isle of Man,Dominica,6500.77,0,0,2,1185.05
IDXX87727,Adonis\AS-332,Ms. Sherita Franzese,F,1985-07-26,2021-08-09,2022-05-30,1,Austria,Cambodia,9023.56,1,0,1,1305.27
IDZZ48527,Omega\OG-436,Mr. Thomas Laffey,M,2002-05-23,2021-11-05,2022-08-09,1,Latvia,Canada,6709.72,2,1,1,637.98
IDZZ52743,Omega\OG-386,Ms. Joi Watson,F,2010-05-29,2021-08-12,2021-11-26,0,Antarctica,Belize,11822.74,1,1,2,1552.0
IDXX03722,Adonis\AS-751,Mr. Jorge Jones,M,1981-10-14,2021-04-19,2022-04-01,1,Serbia,Réunion,8059.52,2,1,1,998.62
IDZZ49374,Omega\OG-004,Mr. Stephen Vazquez,M,1992-04-03,2021-05-15,2021-10-16,1,Switzerland,Portugal,1566.75,2,0,2,489.53
IDXX04330,Adonis\AS-397,Mr. Alex Martin,M,2006-09-09,2021-07-26,2022-02-08,0,Mozambique,Saint Pierre and Miquelon,11657.62,2,1,1,1235.65
IDXX39285,Adonis\AS-038,Mr. Clyde Soltis,M,1986-06-05,2021-05-07,2021-05-12,1,San Marino,Saint Lucia,7628.25,1,0,2,1925.51
IDYY13730,Calisto\CS-203,Mr. Don Sumpter,M,1987-12-12,2021-11-15,2022-06-26,1,Timor-Leste,Nepal,6099.17,2,0,2,1278.84
IDYY36950,Calisto\CS-212,Ms. Mary Townsend,F,2010-02-14,2021-10-05,2022-01-03,0,Paraguay,Barbados,4080.01,1,1,2,854.14
IDYY83167,Calisto\CS-324,Ms. Sarah Corsaut,F,2005-08-15,2021-02-18,2021-07-31,0,Kyrgyzstan,Sweden,4311.29,0,0,2,1112.77
IDZZ70585,Omega\OG-477,Mr. Richard Slade,M,2007-11-18,2021-02-24,2021-11-14,0,Austria,Svalbard and Jan Mayen,3367.05,0,1,2,729.48
IDXX11411,Adonis\AS-768,Mr. John Angel,M,2009-10-17,2021-11-27,2022-05-13,0,Canada,Aruba,5769.26,2,0,2,1349.6
IDZZ04096,Omega\OG-393,Ms. Kimberly Kirby,F,1994-01-18,2021-01-31,2021-10-06,1,Lebanon,Bulgaria,1339.1,2,0,1,384.31
IDZZ88621,Omega\OG-170,Mr. John Petrone,M,1995-10-28,2021-02-19,2021-05-19,1,Ukraine,Kenya,5427.13,1,1,2,962.62
IDYY45794,Calisto\CS-015,Ms. Peggy Ezzo,F,1998-09-27,2021-10-13,2022-09-28,1,South Africa,Gambia,6383.85,0,0,1,1047.1
IDZZ89281,Omega\OG-493,Ms. Josefine Hull,F,2018-02-27,2021-06-26,2021-11-18,0,Vanuatu,Germany,15535.17,1,0,2,2156.83
IDYY96588,Calisto\CS-374,Ms. Esther Overturf,F,1994-05-08,2021-05-12,2022-04-03,1,Slovenia,Burkina Faso,4084.92,2,0,2,955.69
IDYY94930,Calisto\CS-063,Mr. John Carr,M,2005-10-13,2021-03-13,2021-03-21,0,Solomon Islands,Vanuatu,976.22,0,1,3,587.91
IDYY70318,Calisto\CS-780,Mr. Hector Shorb,M,1999-10-08,2021-06-25,2021-09-15,1,Mozambique,Liechtenstein,7776.33,0,1,2,1599.0
IDYY17706,Calisto\CS-775,Ms. Shelia Laforest,F,2010-03-05,2021-10-11,2021-11-17,0,Western Sahara,Thailand,11583.69,2,1,2,1837.67
IDZZ23918,Omega\OG-398,Ms. Barbara Lucas,F,2012-12-16,2021-11-29,2022-06-09,0,Greece,Estonia,2184.96,2,0,1,325.39
IDXX88514,Adonis\AS-554,Ms. Raven Kenimer,F,2012-11-03,2021-03-22,2021-09-23,0,Spain,Bhutan,8403.09,1,1,1,1027.63
IDZZ67866,Omega\OG-147,Ms. Christie Ford,F,2001-01-21,2021-04-17,2021-05-31,1,Belize,French Guiana,4131.51,0,0,2,1015.6
IDYY02668,Calisto\CS-598,Ms. Susanna Stephens,F,2011-01-22,2021-03-20,2021-10-03,0,Barbados,Denmark,7510.42,1,0,2,1489.75
IDZZ67087,Omega\OG-119,Mr. Matthew Deal,M,2014-10-08,2021-10-13,2022-10-09,0,Philippines,American Samoa,8091.71,1,0,2,1271.32
IDYY18787,Calisto\CS-569,Mr. Stephen Hutton,M,1984-04-09,2021-11-12,2021-12-10,1,Christmas Island,Guyana,18230.7,1,0,2,3333.62
IDYY08485,Calisto\og-798,Ms. Anna Mcmanus,F,2008-04-09,2021-02-07,2021-03-30,0,South Georgia and the South Sandwich Islands,Saint Lucia,7949.66,1,0,2,1571.11
IDZZ42599,Omega\OG-384,Mr. Russell Campbell,M,1981-05-09,2021-05-13,2022-01-31,1,Cambodia,Cape Verde,13585.23,1,1,1,1115.37
IDZZ48680,Omega\OG-966,Mr. George Mccoy,M,1986-06-05,2021-10-13,2021-11-04,1,Luxembourg,Ireland,1068.85,2,0,2,427.72
IDZZ39452,Omega\OG-211,Mr. Arthur Dahlberg,M,1999-10-24,2021-08-22,2022-05-19,1,Jersey,Norway,1421.51,1,1,1,442.17
IDXX05882,Adonis\AS-677,Ms. Casie Osborn,F,2011-10-22,2021-04-08,2021-06-29,0,Niue,Ecuador,10129.06,1,1,2,2092.86
IDYY15963,Calisto\CS-187,Mr. Duane Palmer,M,1988-03-06,2021-09-19,2022-02-02,1,Chad,Malawi,3626.59,2,0,2,882.8
IDXX26820,Adonis\AS-738,Mr. John Bailey,M,2002-08-24,2021-04-15,2021-09-16,1,El Salvador,Tunisia,9924.81,1,0,2,2384.21
IDXX61285,Adonis\AS-946,Ms. Jamie Severn,F,1988-18-10,2021-03-03,2021-06-22,1,Somalia,Tuvalu,14661.34,1,1,2,3000.61
IDZZ37269,Omega\OG-119,Ms. Cara Corley,F,2018-06-03,2021-05-06,2022-01-04,0,North Korea,Philippines,3107.85,0,0,1,603.6
IDZZ75813,Omega\OG-550,Ms. Raguel Reid,F,1995-06-26,2021-04-16,2021-12-25,1,Thailand,Tuvalu,8822.45,0,0,2,1574.5
IDXX92379,Adonis\AS-751,Mr. Anthony Klemm,M,2018-06-11,2021-10-03,2022-06-27,0,Falkland Islands [Islas Malvinas],Kosovo,13040.05,2,1,1,1356.71
IDXX03196,Adonis\AS-019,Mr. Tyler Overton,M,1986-08-18,2021-06-05,2021-07-14,1,Macedonia [FYROM],Bosnia and Herzegovina,419.91,0,1,2,522.67
IDYY85654,Calisto\CS-541,Mr. Martin White,F,2011-10-11,2021-04-20,2022-03-11,0,Nicaragua,Pitcairn Islands,6206.56,1,0,1,798.78
IDYY23583,Calisto\CS-467,Mr. Richard Madsen,M,2019-06-24,2021-06-25,2021-12-01,0,Haiti,Myanmar [Burma],15309.26,1,0,2,2758.49
IDXX69919,Adonis\AS-892,Ms. Elva Alaniz,F,1997-03-15,2021-07-03,2022-04-30,1,Nicaragua,Cyprus,11656.65,2,0,2,2630.44
IDYY86803,Calisto\AS-278,Ms. Eileen Brown,F,1989-11-10,2021-05-12,2021-09-02,1,Palau,China,4416.13,0,1,2,1124.57
IDYY77406,Calisto\CS-769,Ms. Jan Soders,F,2001-05-09,2021-01-26,2021-09-04,1,Honduras,United Kingdom,8179.1,2,0,2,1605.34
IDXX05327,Adonis\AS-863,Mr. Gary Corkins,M,1991-11-25,2021-03-21,2022-02-13,1,Albania,Mali,3494.95,2,1,2,901.55
IDXX96535,Adonis\AS-144,Ms. Iris Fernandez,F,2016-09-19,2021-06-05,2021-13-07,0,Samoa,Somalia,15729.72,1,1,2,3107.33
IDYY71285,Calisto\CS-004,Mr. William Sines,M,2012-02-27,2021-03-22,2021-11-19,0,Kiribati,Norfolk Island,3773.15,1,1,1,542.1
IDYY92888,Calisto\CS-345,Ms. Rochelle Ropers,F,2019-02-09,2021-05-19,2022-02-18,0,India,Honduras,15736.73,2,0,1,1439.67
IDZZ21167,Omega\OG-886,Ms. Lauren Grimm,F,1985-05-16,2021-05-29,2021-08-28,1,Guinea,San Marino,4345.8,0,1,2,943.4
IDZZ68548,Omega\OG-085,Ms. Miriam Farley,F,2021-10-03,2021-12-09,2022-05-22,0,Qatar,Togo,5637.13,1,1,2,880.88
IDYY00764,Calisto\CS-426,Mr. Joseph Bramlett,M,1988-10-14,2021-06-10,2022-02-14,1,Saint Vincent and the Grenadines,Puerto Rico,814.09,2,1,1,324.54
IDYY53472,Calisto\CS-150,Mr. Joseph Warren,M,1984-01-21,2021-02-16,2022-01-25,1,Benin,Tanzania,4012.62,1,1,1,669.9
IDZZ43631,Omega\OG-705,Ms. Bessie Summers,F,2002-01-25,2021-11-06,2022-03-29,1,Samoa,Madagascar,14435.29,1,0,2,2138.54
IDYY87202,Calisto\CS-117,Ms. Letha Barber,F,1985-10-15,2021-10-31,2022-04-20,1,Saint Helena,Honduras,9362.72,1,1,2,1728.2
IDZZ59335,Omega\OG-299,Ms. Deloris Bruce,F,1996-01-02,2021-01-13,2021-08-21,1,Syria,Burkina Faso,4793.16,2,1,2,785.75
IDXX31679,Adonis\AS-438,Mr. Scott Guerra,M,2005-08-28,2021-06-25,2021-11-09,1,Canada,Thailand,11624.43,2,1,2,2367.19
IDYY95589,Calisto\CS-941,Mr. Cecil Collins,M,1996-08-04,2021-08-08,2022-01-19,1,Mozambique,Réunion,2110.46,1,1,2,764.81
IDYY35697,Calisto\CS-579,Mr. John Harari,M,1993-05-12,2021-05-10,2021-09-12,1,Cocos [Keeling] Islands,Laos,3617.32,0,0,2,1133.68
IDXX95983,Adonis\AS-242,Ms. Virginia Katz,F,1990-01-05,2021-07-30,2022-02-28,1,Gibraltar,United States,7727.62,2,0,1,1072.74
IDXX26041,Adonis\AS-005,Ms. Elizabeth Conner,F,1983-07-20,2021-01-07,2021-10-18,1,Czech Republic,Guatemala,9764.92,1,1,1,1233.32
IDZZ29426,Omega\OG-154,Mr. Raymond Given,M,2014-05-09,2021-02-10,2021-02-22,0,Gabon,Marshall Islands,17663.2,2,1,2,2073.26
IDYY03006,Calisto\CS-364,Mr. John Phipps,M,1994-04-09,2021-11-03,2021-12-21,1,Yemen,Macedonia [FYROM],3873.75,0,0,2,1157.45
IDYY47484,Calisto\CS-752,Mr. Cameron Page,M,1990-10-25,2021-10-17,2021-10-24,1,France,Bahamas,7263.83,1,0,3,2164.43
IDZZ57906,Omega\OG-795,Mr. Matthew Joy,M,2012-12-22,2021-04-18,2021-09-06,0,Myanmar [Burma],Congo [Republic],9009.39,1,1,2,1235.05
IDXX63964,Adonis\AS-576,Ms. Jennifer Nosal,F,2008-09-21,2021-11-17,2022-06-11,0,Ireland,Chad,4836.99,0,1,2,1234.14
IDYY45707,Calisto\CS-180,Mr. Logan Walker,M,2017-01-10,2021-04-30,2021-12-07,0,Haiti,China,13921.97,2,0,1,1291.91
IDXX65926,Adonis\AS-408,Ms. Mary Inman,F,1983-11-06,2021-07-07,2021-11-01,1,Anguilla,Peru,3321.65,2,0,2,968.17
IDZZ78231,Omega\OG-461,Mr. Pedro Richardson,M,2007-06-05,2021-05-14,2021-12-21,0,Tanzania,American Samoa,16443.47,2,0,1,1177.55
IDYY14160,Calisto\CS-113,Mr. Robert Hopkins,M,2014-08-14,2021-07-18,2022-07-11,0,Samoa,Nicaragua,10029.42,2,0,1,979.86
IDZZ71096,Omega\OG-690,Mr. Gary Miller,M,2009-06-17,2021-04-15,2021-08-25,1,Saudi Arabia,Mexico,13696.1,2,0,2,1822.73
IDYY87055,Calisto\CS-677,Mr. Randall Ormsby,M,2009-03-01,2021-01-31,2021-07-08,0,Mozambique,Greenland,11582.26,1,1,2,1935.22
IDYY56169,Calisto\CS-874,Ms. Beverly Cordova,F,1991-03-06,2021-09-07,2022-09-05,1,Canada,Tokelau,9387.46,2,0,1,1047.31
IDZZ79368,Omega\OG-299,Ms. Drema Vasquez,F,1982-12-23,2021-09-28,2022-01-31,1,Kuwait,Belgium,4278.57,0,0,2,1030.93
IDZZ62393,Omega\OG-494,Mr. Juan Dryden,M,1994-02-12,2021-02-08,2021-12-03,1,Serbia,United Kingdom,2148.69,1,0,1,537.28
IDYY28697,Calisto\CS-054,Mr. Robert Enright,M,1982-04-15,2021-01-15,2021-10-10,1,Kosovo,France,1535.78,1,1,2,600.32
IDZZ46644,Omega\OG-859,Mr. Kevin Dean,M,2010-03-25,2021-12-14,2022-01-12,0,Tanzania,Brunei,8954.82,1,0,2,1376.84
IDXX25889,Adonis\AS-926,Mr. Shane Nanney,M,1990-08-05,2021-02-28,2022-01-30,1,Costa Rica,Equatorial Guinea,10428.34,1,0,2,2482.55
IDXX23894,Adonis\AS-823,Ms. Sandra Bloomer,F,2005-04-09,2021-10-29,2022-10-08,1,Nepal,Slovenia,6227.04,0,0,2,1746.27
IDYY15700,Calisto\CS-864,Mr. Edward Carter,M,2002-06-23,2021-03-09,2021-04-02,1,Poland,Micronesia,11980.41,2,1,2,1993.9
IDXX95720,Adonis\AS-802,Ms. Susan Tritto,F,2000-08-30,2021-11-05,2021-12-22,1,Grenada,Peru,2811.35,0,1,2,966.21
IDYY96881,Calisto\CS-239,Ms. Kelly Rice,F,2008-05-28,2021-02-22,2021-06-18,0,Ukraine,Djibouti,4205.11,0,1,2,985.26
IDZZ86959,Omega\OG-011,Ms. Judy Mumma,F,1990-12-26,2021-05-06,2022-04-30,1,Taiwan,Cyprus,8317.72,0,1,2,1358.09
IDYY42885,Calisto\CS-884,Ms. Ernestina Bowers,F,1995-04-01,2021-10-01,2022-09-10,1,Syria,United Arab Emirates,1916.81,1,1,2,658.17
IDYY86675,Calisto\CS-575,Mr. Nelson Ridenhour,M,2005-08-08,2021-10-15,2022-03-03,1,Grenada,Vanuatu,14786.57,2,0,2,2665.89
IDXX25398,Adonis\AS-486,Mr. James Kramer,M,1991-01-16,2021-03-22,2022-01-30,1,Latvia,Mayotte,7988.94,1,1,2,1803.28
IDXX43413,Adonis\AS-194,Ms. Leticia Nelson,F,1998-12-13,2021-10-26,2022-03-14,1,Western Sahara,Haiti,6131.72,2,0,2,1534.51
IDYY15369,Calisto\CS-370,Ms. Lori Munoz,F,2017-07-02,2021-11-06,2022-01-01,0,Western Sahara,Sweden,4678.08,0,0,3,1548.39
IDZZ83468,Omega\OG-231,Ms. Julia Williams,F,1995-05-14,2021-09-29,2022-02-25,1,Moldova,Argentina,13181.6,1,0,2,1990.22
IDYY01784,Calisto\CS-908,Ms. Jacqueline Vert,F,1990-12-06,2021-07-07,2021-10-06,1,Belarus,Gabon,6253.72,0,0,2,1542.55
IDZZ35010,Omega\OG-452,Ms. Mary Borda,F,1998-03-22,2021-30-09,2022-03-08,1,Bolivia,Iraq,12587.89,2,0,2,1809.44
IDZZ60970,Omega\OG-972,Mr. Morgan Crist,M,1982-07-09,2021-06-07,2021-07-05,1,Northern Mariana Islands,Sierra Leone,16222.09,1,1,2,2126.89
IDZZ43344,Omega\OG-807,Ms. Diane Garner,F,2014-08-09,2021-12-01,2022-04-05,0,Panama,Mauritius,15372.6,1,0,2,2137.14
IDZZ29048,Omega\OG-368,Ms. Jessica Ozuna,F,2014-12-16,2021-05-15,2021-06-23,0,Azerbaijan,Australia,11494.95,2,0,2,1566.99
IDXX66377,Adonis\AS-638,Ms. Nicole Swineford,F,1988-08-31,2021-11-13,2022-07-04,1,Saint Pierre and Miquelon,Falkland Islands [Islas Malvinas],10995.64,1,0,1,1508.11
IDXX90330,Adonis\AS-337,Ms. Elsie Kruse,F,1994-02-03,2021-05-15,2022-01-31,1,U.S. Virgin Islands,Norway,7340.55,0,0,1,1236.18
IDYY54609,Calisto\CS-844,Mr. Martin Snyder,M,1990-09-10,2021-08-19,2022-07-13,1,Saint Vincent and the Grenadines,Cayman Islands,1079.17,1,1,1,536.17
IDXX91341,Adonis\AS-919,Ms. Sarah Noble,F,1989-07-02,2021-10-31,2022-09-26,0,Australia,Benin,14614.9,1,1,1,1675.49
IDZZ26260,Omega\OG-437,Mr. Raymond Garcia,M,1997-08-07,2021-12-20,2022-01-22,1,Norway,Tuvalu,14028.09,2,0,3,2835.83
IDXX84168,Adonis\AS-605,Mr. Kerry Alexander,M,2020-07-20,2021-06-23,2022-02-09,0,Congo [Republic],Gabon,473.89,0,1,1,404.24
IDYY18075,Calisto\CS-042,Ms. Helen Tylman,F,1993-09-05,2021-10-20,2022-07-28,1,Yemen,Guyana,11729.68,1,1,1,1228.12
IDZZ12452,Omega\OG-784,Ms. Rosalinda Nichols,F,2005-12-26,2021-07-19,2021-09-13,0,Venezuela,Switzerland,8343.11,1,0,2,1301.77
IDYY40851,Calisto\CS-963,Mr. Samuel Young,M,1994-03-04,2021-03-07,2021-28-06,1,Mauritania,Congo [DRC],4528.17,1,0,2,1138.43
IDYY32913,Calisto\CS-624,Mr. Ryan Flora,M,2002-12-04,2021-08-06,2022-01-29,1,Central African Republic,Iceland,7208.02,1,0,2,1578.3
IDZZ43207,Omega\OG-022,Ms. Kasie Kea,F,2013-04-25,2021-01-12,2021-03-12,0,Denmark,Greenland,2925.37,1,0,2,657.23
IDXX00846,Adonis\AS-862,Mr. Issac Reid,M,1990-02-26,2021-05-09,2021-06-22,1,Bahamas,Saint Vincent and the Grenadines,2158.07,2,1,2,663.86
IDXX44989,Adonis\AS-315,Ms. Molly Sayco,F,1984-08-26,2021-10-01,2022-04-12,1,Lithuania,North Korea,7192.26,2,0,1,1015.49
IDYY35751,Calisto\CS-553,Ms. Cheryl Hobson,F,2011-06-03,2021-01-03,2021-03-01,0,Japan,Maldives,7580.11,2,1,2,1258.69
IDXX19005,Adonis\AS-491,Ms. Kari Weber,F,1990-10-12,2021-06-09,2021-11-10,1,Luxembourg,New Caledonia,16345.92,1,1,2,3306.75
IDXX10524,Adonis\AS-048,Mr. Edward Rascon,M,2010-02-13,2021-06-24,2021-08-27,0,Afghanistan,Guinea,8244.38,2,1,2,1664.65
